Date,Price_Oil,Price_Dollar,Price_Gold
3/19/13,70.04,88.39,"1,212.20"
3/18/13,68.01,88.41,"1,211.90"
3/17/13,69.87,88.23,"1,213.30"
3/16/13,69.41,87.14,"1,197.80"
3/15/13,70.08,86.79,"1,193.80"
3/14/13,71.61,86.64,"1,175.70"
3/13/13,74.4,86.59,"1,187.80"
3/12/13,75.65,86.48,"1,192.60"
3/11/13,76.37,86.19,"1,214.30"
3/10/13,76.8,87.12,"1,227.70"
3/9/13,75.11,86.78,"1,227.40"
3/8/13,77.11,86.21,"1,228.80"
3/7/13,79.97,85.37,"1,242.70"
3/6/13,82.74,85.56,"1,219.90"
3/5/13,86.19,86.39,"1,200.40"
3/4/13,86.15,87.16,"1,210.00"
3/3/13,85.17,86.2,"1,196.90"
3/2/13,83.22,86.09,"1,174.60"
3/1/13,82.44,85.21,"1,168.60"
2/28/13,84.2,84.83,"1,182.70"
2/27/13,85.12,84.47,"1,180.10"
2/26/13,83.7,84.16,"1,168.40"
2/25/13,83.68,84.45,"1,171.30"
2/24/13,83.45,84.89,"1,161.70"
2/23/13,81.45,84.08,"1,153.50"
2/22/13,83.24,83.3,"1,153.10"
2/21/13,85.51,82.27,"1,142.30"
2/20/13,85.84,81.87,"1,148.20"
2/19/13,84.05,82,"1,138.60"
2/18/13,84.34,82.38,"1,135.20"
2/17/13,84.92,82.15,"1,136.30"
2/16/13,85.39,81.48,"1,159.70"
2/15/13,85.88,81.35,"1,159.00"
2/14/13,86.84,81.57,"1,152.80"
2/13/13,86.62,81.16,"1,161.60"
2/12/13,84.87,81.05,"1,161.10"
2/11/13,83.76,81,"1,152.20"
2/10/13,82.37,80.82,"1,152.30"
2/9/13,82.17,80.48,"1,135.10"
2/8/13,80,80.19,"1,132.90"
2/7/13,80.53,80.51,"1,125.10"
2/6/13,80.61,80.56,"1,113.30"
2/5/13,81.91,81.09,"1,104.50"
2/4/13,81.25,81.53,"1,110.30"
2/3/13,80.68,81.44,"1,104.20"
2/2/13,82.2,81.39,"1,092.70"
2/1/13,82.93,81.09,"1,088.60"
1/31/13,81.7,81.29,"1,103.50"
1/30/13,79.8,80.78,"1,099.30"
1/29/13,81.24,81.07,"1,107.40"
1/28/13,82.11,81.47,"1,127.40"
1/27/13,82.09,81.36,"1,124.00"
1/26/13,81.49,81.68,"1,122.20"
1/25/13,81.87,82.12,"1,105.10"
1/24/13,81.5,81.84,"1,101.50"
1/23/13,80.21,80.9,"1,108.00"
1/22/13,80.87,80.65,"1,107.80"
1/21/13,79.68,80.72,"1,122.00"
1/20/13,78.7,80.22,"1,123.60"
1/19/13,79.66,79.64,"1,134.80"
1/18/13,78.17,79.75,"1,132.60"
1/17/13,80,80.25,"1,142.70"
1/16/13,78.86,79.83,"1,136.90"
1/15/13,80.16,80.32,"1,117.80"
1/14/13,79.81,80.44,"1,118.30"
1/13/13,79.06,80.59,"1,107.80"
1/12/13,77.33,80.43,"1,096.50"
1/11/13,77.01,80.43,"1,102.70"
1/10/13,74.13,80.56,"1,112.60"
1/9/13,75.28,79.98,"1,121.30"
1/8/13,74.52,80.52,"1,118.00"
1/7/13,73.75,80.66,"1,119.50"
1/6/13,71.89,80.36,"1,119.30"
1/5/13,71.19,80.79,"1,089.50"
1/4/13,73.14,80.85,"1,094.20"
1/3/13,76.98,80.85,"1,075.80"
1/2/13,77.23,80.51,"1,076.70"
1/1/13,74.43,80.64,"1,065.70"
12/31/12,72.89,80.4,"1,052.20"
12/30/12,73.64,80.38,"1,062.40"
12/29/12,73.67,79.7,"1,111.40"
12/28/12,74.71,80.33,"1,117.40"
12/27/12,75.26,80.32,"1,104.30"
12/26/12,74.54,79.99,"1,083.00"
12/25/12,76.08,80.03,"1,083.60"
12/24/12,77.62,79.86,"1,084.40"
12/23/12,79.02,80.3,"1,097.90"
12/22/12,78,80.44,"1,095.20"
12/21/12,79.39,79.92,"1,089.20"
12/20/12,79.65,79.37,"1,102.70"
12/19/12,80.79,79.01,"1,112.30"
12/18/12,82.52,79.24,"1,139.70"
12/17/12,82.75,79.46,"1,130.10"
12/16/12,82.66,78.9,"1,142.60"
12/15/12,83.18,78.67,"1,136.40"
12/14/12,81.77,78.43,"1,128.90"
12/13/12,81.51,78.19,"1,150.70"
12/12/12,79.36,78.28,"1,138.20"
12/11/12,79.28,78.32,"1,133.10"
12/10/12,78.87,78.34,"1,135.90"
12/9/12,78.77,77.5,"1,118.10"
12/8/12,78.05,77.06,"1,117.70"
12/7/12,76.67,77.32,"1,095.20"
12/6/12,74.4,76.73,"1,091.50"
12/5/12,72.47,76.85,"1,097.00"
12/4/12,73.36,76.95,"1,107.20"
12/3/12,72.65,77,"1,104.10"
12/2/12,72.66,77.47,"1,093.30"
12/1/12,70.69,77.91,"1,086.00"
11/30/12,69.51,77.49,"1,095.40"
11/29/12,69.87,77.62,"1,110.80"
11/28/12,70.54,77.53,"1,106.80"
11/27/12,70.67,77.86,"1,135.50"
11/26/12,72.62,77.91,"1,122.40"
11/25/12,73.93,77.83,"1,123.30"
11/24/12,75.47,77.63,"1,119.40"
11/23/12,76.46,77.64,"1,125.70"
11/22/12,76.6,77.84,"1,120.40"
11/21/12,78.37,77.9,"1,142.80"
11/20/12,77.28,78.25,"1,163.40"
11/19/12,76.05,78.04,"1,168.80"
11/18/12,77.96,77.82,"1,217.40"
11/17/12,76.02,77.69,"1,212.00"
11/16/12,77.56,77,"1,199.10"
11/15/12,76.72,76.96,"1,181.10"
11/14/12,77.46,76.35,"1,174.20"
11/13/12,79.58,76.57,"1,186.90"
11/12/12,79.14,76.05,"1,165.50"
11/11/12,78.9,76.04,"1,164.30"
11/10/12,76.35,76.31,"1,146.40"
11/9/12,76.94,75.77,"1,141.40"
11/8/12,79.28,75.91,"1,140.70"
11/7/12,79.05,74.63,"1,138.80"
11/6/12,79.43,74.67,"1,138.60"
11/5/12,77.43,74.36,"1,116.10"
11/4/12,79.62,74.78,"1,106.00"
11/3/12,80.4,75,"1,114.00"
11/2/12,79.6,74.83,"1,101.90"
11/1/12,78.13,74.27,"1,100.80"
10/31/12,77,75.07,"1,095.10"
10/30/12,79.87,75.08,"1,088.70"
10/29/12,77.46,75.66,"1,086.70"
10/28/12,79.55,75.29,"1,084.30"
10/27/12,78.68,75.19,"1,053.40"
10/26/12,80.5,75.37,"1,039.70"
10/25/12,81.19,74.91,"1,046.40"
10/24/12,81.37,75.33,"1,029.90"
10/23/12,79.09,75.6,"1,034.70"
10/22/12,79.61,75.16,"1,042.10"
10/21/12,78.53,75.02,"1,055.60"
10/20/12,77.58,75.03,"1,057.80"
10/19/12,75.18,75.82,"1,063.70"
10/18/12,74.15,75.74,"1,057.80"
10/17/12,73.27,75.64,"1,057.30"
10/16/12,71.77,76.39,"1,050.70"
10/15/12,71.69,76.29,"1,049.80"
10/14/12,69.57,76.3,"1,063.90"
10/13/12,70.88,75.92,"1,064.20"
10/12/12,70.41,76.42,"1,056.70"
10/11/12,69.95,76.14,"1,047.80"
10/10/12,70.82,76.06,"1,055.40"
10/9/12,70.61,75.47,"1,043.30"
10/8/12,66.71,75.09,"1,038.60"
10/7/12,66.84,74.97,"1,016.70"
10/6/12,66.02,75.56,"1,003.20"
10/5/12,65.89,75.51,999.5
10/4/12,68.97,75.6,"1,008.00"
10/3/12,71.55,75.48,993.1
10/2/12,69.71,75.55,992.5
10/1/12,72.04,75.98,990.2
9/30/12,72.47,76.13,997.5
9/29/12,72.51,76.43,"1,013.00"
9/28/12,70.93,75.97,"1,014.20"
9/27/12,68.86,76.49,"1,003.70"
9/26/12,69.29,76.33,"1,009.20"
9/25/12,71.94,76.64,"1,012.30"
9/24/12,71.31,77,"1,018.90"
9/23/12,71.1,77.19,"1,005.00"
9/22/12,68.02,76.65,999.9
9/21/12,67.96,77.12,"1,004.90"
9/20/12,68.05,77.05,995.4
9/19/12,68.05,76.81,995.3
9/18/12,69.96,76.9,997.9
9/17/12,72.74,76.05,994.9
9/16/12,72.49,76.12,995.8
9/15/12,71.43,76.78,976.6
9/14/12,72.05,76.42,954.7
9/13/12,74.37,76.19,951.7
9/12/12,73.89,76.24,957
9/11/12,72.54,76.54,945.5
9/10/12,72.42,76.69,944.3
9/9/12,69.19,76.61,944.5
9/8/12,66.75,76.82,942.3
9/7/12,67.51,77.09,953.2
9/6/12,70.52,77.32,940.3
9/5/12,70.16,78.02,943.3
9/4/12,69.45,78.14,937.7
9/3/12,70.6,78.47,934.3
9/2/12,70.93,78.38,947
9/1/12,71.94,78.76,954.7
8/31/12,71.97,78.17,950.7
8/30/12,71.42,78.37,945.8
8/29/12,71.58,78.01,945
8/28/12,69.45,78.66,957.3
8/27/12,66.94,78.24,960.7
8/26/12,63.35,78.27,964.2
8/25/12,67.23,78.04,967.5
8/24/12,68.38,78.38,956.6
8/23/12,68.05,78.47,953.7
8/22/12,67.16,78.94,934.9
8/21/12,65.4,79.29,927.2
8/20/12,64.72,78.89,939
8/19/12,63.98,78.49,953.3
8/18/12,63.56,78.79,952.8
8/17/12,62.02,79.18,954.5
8/16/12,61.54,79.26,953
8/15/12,59.52,78.97,946.6
8/14/12,59.69,78.06,948.5
8/13/12,59.89,77.52,937.2
8/12/12,60.41,77.77,935.1
8/11/12,60.14,77.64,939.1
8/10/12,62.93,78.35,922.5
8/9/12,64.05,79.28,922.2
8/8/12,66.73,79.63,912.2
8/7/12,69.31,78.85,915.9
8/6/12,69.89,78.63,909
8/5/12,71.49,78.75,928.8
8/4/12,69.16,78.8,924
8/3/12,70.23,78.71,930.7
8/2/12,68.67,78.93,941
8/1/12,69.24,78.91,927.1
7/31/12,66.93,79.35,940.4
7/30/12,69.55,79.22,940.7
7/29/12,71.37,79.32,939.1
7/28/12,71.03,80.18,934.1
7/27/12,70.47,80.13,923.9
7/26/12,70.62,80.23,920.6
7/25/12,72.04,79.86,935.6
7/24/12,72.68,80.63,934
7/23/12,71.33,80.7,935.4
7/22/12,70.01,80.38,931.6
7/21/12,68.09,80.45,926.9
7/20/12,68.44,80.15,940.1
7/19/12,68.81,79.67,961.3
7/18/12,66.12,80.16,954
7/17/12,68.55,79.91,954
7/16/12,68.58,79.9,951.7
7/15/12,66.31,80.37,961.7
7/14/12,65.08,80.54,981.2
7/13/12,63.45,79.85,964.5
7/12/12,62.45,80.84,983.2
7/11/12,61.67,80.33,978.6
7/10/12,61.05,80.57,978.8
7/9/12,62.04,80.26,961.5
7/8/12,59.65,80.74,953.2
7/7/12,59.03,81.16,953.1
7/6/12,56.34,80.13,958.5
7/5/12,58.62,79.56,950.8
7/4/12,58.02,80.27,937
7/3/12,58.85,79.84,926.3
7/2/12,58.5,80.83,921.3
7/1/12,58.63,80.67,930.9
6/30/12,56.71,79.47,928
6/29/12,56.34,79.49,925.5
6/28/12,53.84,78.48,923.5
6/27/12,54.47,79.18,913
6/26/12,53.2,79.23,914.4
6/25/12,51.12,80.53,915
6/24/12,50.97,80.76,910.5
6/23/12,49.92,80.09,903.7
6/22/12,50.14,80.02,901.6
6/21/12,51.55,80.04,887.6
6/20/12,49.62,80.47,890.7
6/19/12,48.85,81.19,899.8
6/18/12,46.51,82.1,892.8
6/17/12,45.88,82.54,907.4
6/16/12,50.33,82.95,913.6
6/15/12,49.98,82.44,905.9
6/14/12,49.25,82.57,891.8
6/13/12,49.41,82.3,882.1
6/12/12,50.05,82.84,887
6/11/12,52.24,82.44,867.4
6/10/12,49.38,83.88,879.3
6/9/12,49.15,84,892.8
6/8/12,51.05,84.14,890.9
6/7/12,52.51,83.66,894.7
6/6/12,52.64,84.54,882.2
6/5/12,48.39,84.82,884.8
6/4/12,49.66,84.64,882.2
6/3/12,48.41,85.17,871.5
6/2/12,52.38,85.67,895.6
6/1/12,54.34,84.72,907.4
5/31/12,52.77,85.4,926.1
5/30/12,53.98,86.3,922.6
5/29/12,53.8,86.5,915.5
5/28/12,51.06,86.66,923
5/27/12,51.61,85.9,939.6
5/26/12,48.14,85.2,935.4
5/25/12,49.16,84.93,923.3
5/24/12,47.35,84.8,952.1
5/23/12,46.25,84.61,955.8
5/22/12,47.03,85.54,958.3
5/21/12,42.33,85.64,888.7
5/20/12,45.71,85.23,916.4
5/19/12,47.07,85.22,921.6
5/18/12,45.52,84.75,929.8
5/17/12,43.61,84.18,923.7
5/16/12,45.38,84.32,910.4
5/15/12,41.65,85.42,895.6
5/14/12,40.15,85.51,917.7
5/13/12,44.76,85.75,942.1
5/12/12,45.22,85.14,927
5/11/12,42.5,84.08,906
5/10/12,39.96,83.7,912.9
5/9/12,38.44,84.1,939
5/8/12,38.94,83.47,941.5
5/7/12,39.48,83.71,941.8
5/6/12,34.62,83.07,965.7
5/5/12,34.93,84.19,969.1
5/4/12,37.51,86.81,994.6
5/3/12,33.98,86.97,"1,001.80"
5/2/12,35.94,87.25,976.1
5/1/12,37.55,87.48,977.7
4/30/12,39.56,87.67,967
4/29/12,40.17,88.52,941.5
4/28/12,41.17,89.29,948.5
4/27/12,40.32,88.55,943.8
4/26/12,40.78,89.08,913.7
4/25/12,40.08,88.49,892.4
4/24/12,41.68,89.19,913.9
4/23/12,41.44,89.03,913.6
4/22/12,42.16,88.17,901.6
4/21/12,41.58,87.84,892
4/20/12,45.73,87.84,906.7
4/19/12,46.47,86.78,927.3
4/18/12,43.67,87.26,905.1
4/17/12,43.55,86.59,888.1
4/16/12,38.74,87.44,899.2
4/15/12,36.51,88.03,908.5
4/14/12,35.4,87.77,895.3
4/13/12,37.28,86.53,858.2
4/12/12,37.78,86.09,849.6
4/11/12,37.59,85.94,854.6
4/10/12,40.83,85.84,839.3
4/9/12,41.7,85.57,806.7
4/8/12,42.63,84.88,808.2
4/7/12,48.58,85.29,820.1
4/6/12,48.81,86.06,820.3
4/5/12,46.34,85.77,854.3
4/4/12,44.6,85,853.9
4/3/12,39.03,86.11,841.1
4/2/12,40.02,85.83,865.4
4/1/12,37.71,85.49,857.2
3/31/12,35.35,84.59,878.8
3/30/12,38.98,84.4,883.6
3/29/12,39.91,84.39,869.3
3/28/12,33.87,85.58,874.6
3/27/12,36.22,85.48,870.4
3/26/12,40.06,85.32,847.1
3/25/12,43.6,86.38,837.2
3/24/12,44.51,85.14,846.2
3/23/12,46.28,84.05,836.4
3/22/12,47.98,84.53,859.6
3/21/12,43.52,84.36,867.5
3/20/12,42.07,84.26,841.7
3/19/12,43.71,83.25,835.4
3/18/12,40.81,82.48,818.9
3/17/12,43.67,81.57,824.9
3/16/12,46.79,82.1,807.1
3/15/12,46.96,82.83,772.4
3/14/12,49.28,82.58,767.4
3/13/12,54.43,81.5,750.5
3/12/12,54.44,81.1,763.8
3/11/12,50.77,81.15,768.8
3/10/12,54.5,80.63,781.3
3/9/12,49.93,81.43,774.6
3/8/12,49.62,80.97,816.2
3/7/12,53.62,80.72,808.5
3/6/12,54.39,81,818.4
3/5/12,54.95,81.44,819.4
3/4/12,57.04,81.19,791.7
3/3/12,58.24,81.07,748.6
3/2/12,56.16,79.7,735.9
3/1/12,59.33,78.58,732.6
2/29/12,62.41,80.2,741.9
2/28/12,61.04,82.1,742.4
2/27/12,60.77,83.71,704.9
2/26/12,65.3,83.66,717.7
2/25/12,70.53,85.47,732
2/24/12,63.91,85.8,745.6
2/23/12,67.81,85.56,733.2
2/22/12,65.96,87.12,731.2
2/21/12,67.5,86.44,741.3
2/20/12,62.73,87.03,756
2/19/12,63.22,86.7,725.4
2/18/12,64.15,86.72,716.8
2/17/12,67.84,86.52,737.2
2/16/12,66.75,85.61,752.8
2/15/12,70.89,85.67,739.3
2/14/12,74.25,85,741.7
2/13/12,71.85,86.08,729.1
2/12/12,69.85,88.19,713.3
2/11/12,74.54,87.97,733.3
2/10/12,78.63,87.31,766.1
2/9/12,81.19,87.37,787.6
2/8/12,77.7,86.81,785.1
2/7/12,86.59,86.36,801.5
2/6/12,88.95,86.94,835.5
2/5/12,90.06,87.47,836.3
2/4/12,87.81,87.08,838.9
2/3/12,93.88,85.91,855.4
2/2/12,93.97,85.91,883.1
2/1/12,98.53,85.89,903.1
1/31/12,100.64,84.61,878.4
1/30/12,96.37,84.78,862.7
1/29/12,106.89,86.35,828.9
1/28/12,108.02,85.63,839
1/27/12,105.73,84.56,880.7
1/26/12,106.61,85.07,874.2
1/25/12,120.92,87.03,888.2
1/24/12,104.55,86.93,882.9
1/23/12,97.88,86.44,877.7
1/22/12,97.16,85.36,889
1/21/12,91.15,85.37,885.5
1/20/12,95.71,83.99,903.9
1/19/12,101.18,83.1,860.6
1/18/12,100.87,82.41,892.7
1/17/12,102.58,82.45,846.6
1/16/12,103.26,82.05,776.5
1/15/12,106.34,81.36,783.1
1/14/12,106.23,81.88,760.3
1/13/12,107.89,83,741.3
1/12/12,109.35,81.16,757.9
1/11/12,109.71,80.91,787.1
1/10/12,115.46,80.97,797.5
1/9/12,115.59,81.67,797.6
1/8/12,118.15,80.31,797.9
1/7/12,116.27,80.44,802.7
1/6/12,115.11,79.46,805
1/5/12,114.59,79.45,829.3
1/4/12,121.18,77.47,830.9
1/3/12,114.98,76.95,828.1
1/2/12,114.53,76.99,822.2
1/1/12,112.87,76.79,819.8
12/31/11,113.77,76.47,827.4
12/30/11,115.01,76.15,833
12/29/11,116,77.68,810.3
12/28/11,113.01,78.02,811.1
12/27/11,114.45,78.09,799.7
12/26/11,115.2,79.07,786
12/25/11,120.02,78.91,808.2
12/24/11,118.58,78.97,825
12/23/11,119.17,80.15,808.2
12/22/11,121.41,79.84,821.5
12/21/11,125.1,79.25,857.8
12/20/11,124.08,79.59,870.7
12/19/11,126.77,78.93,875.6
12/18/11,122.19,78.61,878.6
12/17/11,124.73,78.09,900.1
12/16/11,123.26,78.06,909
12/15/11,125.49,77.38,913.9
12/14/11,124.44,77.15,902.9
12/13/11,127.95,77.05,916.4
12/12/11,131.04,77.25,927.6
12/11/11,128.88,76.79,926.6
12/10/11,129.29,76.81,922
12/9/11,134.6,76.2,922.4
12/8/11,138.74,76.96,948
12/7/11,145.18,76.84,963.1
12/6/11,145.08,77.12,957.3
12/5/11,141.65,77.18,970
12/4/11,136.05,76.67,961.8
12/3/11,136.04,76.21,977.7
12/2/11,141.37,76.15,972.7
12/1/11,145.29,76.12,959.5
11/30/11,143.57,75.84,940.9
11/29/11,140.97,74.55,927.3
11/28/11,140,74.24,921.9
11/27/11,140.21,73.88,927.3
11/26/11,139.64,73.46,931.9
11/25/11,134.55,73.42,944.8
11/24/11,137,73.23,942.5
11/23/11,136.74,73.32,926.2
11/22/11,134.62,73.31,929.3
11/21/11,131.93,72.65,913.1
11/20/11,136.68,72.86,880
11/19/11,134.01,72.93,889.2
11/18/11,134.61,72.81,884.8
11/17/11,134.86,72.45,901.3
11/16/11,136.74,71.99,901.7
11/15/11,136.38,72.19,890.9
11/14/11,131.31,72.24,884.3
11/13/11,134.35,72.06,883.6
11/12/11,138.54,71.87,870.3
11/11/11,127.79,71.92,869.2
11/10/11,122.3,72.1,879.7
11/9/11,124.31,72.49,867.9
11/8/11,127.76,72.58,894.7
11/7/11,127.35,73.01,895.4
11/6/11,126.62,72.67,871.8
11/5/11,131.03,72.73,879.9
11/4/11,128.85,72.74,881.6
11/3/11,132.19,72.03,892.9
11/2/11,130.81,72.37,887.3
11/1/11,133.17,72.46,877.2
10/31/11,129.07,72.36,900.5
10/30/11,127.05,72.49,907.7
10/29/11,126.29,72.93,925.6
10/28/11,124.12,73.24,917.9
10/27/11,124.22,73.43,928
10/26/11,125.8,73.03,919.5
10/25/11,124.23,73.48,905
10/24/11,125.96,73.44,899
10/23/11,123.69,73.51,879
10/22/11,123.53,73.61,865.4
10/21/11,121.84,74.15,868.5
10/20/11,119.97,73.86,883.7
10/19/11,116.32,73.21,884.5
10/18/11,112.52,73.7,880.6
10/17/11,113.46,72.85,869.6
10/16/11,115.63,72.39,876
10/15/11,118.75,73.04,872.3
10/14/11,118.52,73.42,856.1
10/13/11,116.06,73.24,848.9
10/12/11,118.3,72.93,862.8
10/11/11,119.37,72.88,874.2
10/10/11,117.48,73.02,892.9
10/9/11,116.69,72.55,887.2
10/8/11,114.86,72.34,886.8
10/7/11,114.93,71.89,906.2
10/6/11,113.79,71.89,922.3
10/5/11,111.76,72.28,914.7
10/4/11,110.14,71.94,912.2
10/3/11,110.11,72.41,939.8
10/2/11,110.87,73.05,945.1
10/1/11,108.5,72.84,928.7
9/30/11,109.09,73.35,925.4
9/29/11,106.23,73.4,923.6
9/28/11,103.83,73.27,928.3
9/27/11,104.83,72.95,933.6
9/26/11,100.98,73.05,914
9/25/11,101.58,73.48,922.7
9/24/11,105.62,73.51,909
9/23/11,107.58,73,905
9/22/11,105.9,73.19,895.2
9/21/11,101.22,73.5,882.9
9/20/11,100.86,73.28,916.2
9/19/11,101.84,72.51,930.6
9/18/11,104.48,72.89,948.8
9/17/11,109.42,72.79,949
9/16/11,105.68,72.79,934.6
9/15/11,110.21,72.53,918.3
9/14/11,110.33,71.82,919.6
9/13/11,109.92,71.33,944.7
9/12/11,108.75,71.65,"1,003.20"
9/11/11,107.9,72.01,"1,001.40"
9/10/11,105.15,71.68,998.2
9/9/11,105.47,71.41,992.3
9/8/11,104.52,72.02,978.8
9/7/11,99.52,71.88,974.2
9/6/11,102.45,71.81,969.9
9/5/11,101.84,72.12,972.2
9/4/11,102.59,71.83,975
9/3/11,99.64,72.23,986.2
9/2/11,100.88,72.2,963.9
9/1/11,99.23,72.02,981.5
8/31/11,98.81,72.22,972.1
8/30/11,98.23,72.26,964.5
8/29/11,100.74,72.56,958.2
8/28/11,100.01,71.8,946.1
8/27/11,95.5,71.68,937.6
8/26/11,95.46,71.66,944.7
8/25/11,93.27,71.51,946.1
8/24/11,92.78,72.28,934.6
8/23/11,93.59,72.95,926.6
8/22/11,91.77,72.75,902.8
8/21/11,88.11,72.14,907.4
8/20/11,87.14,71.57,906.5
8/19/11,88.41,71.46,907.4
8/18/11,90.02,71.66,922.9
8/17/11,88.96,72.07,918.4
8/16/11,91.75,72.4,906.1
8/15/11,92.33,73.28,900.7
8/14/11,91.64,72.99,885.9
8/13/11,90.99,73.03,904.9
8/12/11,90.71,73,908.7
8/11/11,89.41,73.48,922.7
8/10/11,86.99,73.66,920.6
8/9/11,89.85,73.7,925.1
8/8/11,90.57,73.71,927.1
8/7/11,90.13,73.72,910.5
8/6/11,90.84,74.21,905.5
8/5/11,91.9,74.76,882.5
8/4/11,94.2,75.53,889.6
8/3/11,92.69,75.52,880.8
8/2/11,93.71,75.6,879.5
8/1/11,95.67,76.12,880.6
7/31/11,96.33,76,901
7/30/11,95.09,76.26,901.6
7/29/11,97.91,76.1,896.1
7/28/11,99.18,76.16,891.7
7/27/11,99.62,76.4,879.5
7/26/11,95.98,76.31,878
7/25/11,96,76.58,859.6
7/24/11,96.62,76.67,863.1
7/23/11,95.97,76.94,866.4
7/22/11,94.13,76.14,857
7/21/11,93.31,76.12,834.9
7/20/11,91.06,75.37,839.6
7/19/11,91.24,75.44,828.6
7/18/11,90.49,75.18,826
7/17/11,90.63,75.03,812.8
7/16/11,91.27,75.55,811.6
7/15/11,92.25,75.58,799.2
7/14/11,94.39,75.97,801.1
7/13/11,90.02,75.69,803
7/12/11,87.86,76.4,794.8
7/11/11,88.28,76.35,793.3
7/10/11,90.23,76.87,799
7/9/11,87.49,76.38,813.5
7/8/11,88.32,76.17,811.4
7/7/11,89.31,76.26,807.7
7/6/11,88.71,75.57,794.4
7/5/11,91.01,75.61,801.2
7/4/11,90.62,75.98,797.5
7/3/11,94.42,75.93,801.3
7/2/11,97.7,76.42,788.3
7/1/11,98.18,76.11,782.2
6/30/11,97.29,76.17,795.3
6/29/11,98.03,75.79,800.1
6/28/11,94.64,75.89,813.7
6/27/11,95.1,75.97,826
6/26/11,93.43,76.69,824
6/25/11,94.09,76.22,797.6
6/24/11,91.17,76.61,790.3
6/23/11,94.62,77.15,776.8
6/22/11,96.32,77.57,785.7
6/21/11,95.46,77.72,785.9
6/20/11,96.37,77.79,813
6/19/11,96.7,77.59,797.2
6/18/11,93.98,77.41,805.8
6/17/11,95.93,77.4,832.5
6/16/11,93.49,77.44,835.2
6/15/11,94.53,76.56,831
6/14/11,90.38,76.14,820.8
6/13/11,93.53,76.22,808.1
6/12/11,91.86,76.06,805.7
6/11/11,90.46,76.29,790.7
6/10/11,87.1,76.38,792
6/9/11,85.27,76.41,784.3
6/8/11,87.56,75.69,789.1
6/7/11,88.6,75.94,783.9
6/6/11,89.47,76.15,767.3
6/5/11,87.4,75.59,761.6
6/4/11,87.61,75.08,759
6/3/11,86.13,75.1,755.8
6/2/11,83.69,74.86,764
6/1/11,83.08,75.05,764.1
5/31/11,81.3,75.07,757.5
5/30/11,80.26,75.2,757
5/29/11,79.02,75.78,757.1
5/28/11,81.22,75.83,748.7
5/27/11,81.44,76.07,751.3
5/26/11,79.94,75.81,740.4
5/25/11,80.05,75.88,737.4
5/24/11,80.24,75.9,732.8
5/23/11,81.66,75.4,741.3
5/22/11,82.88,75.46,737.8
5/21/11,80.3,75.41,729.3
5/20/11,79.53,76.04,729.8
5/19/11,80.95,76.42,747.2
5/18/11,81.62,76.34,742.8
5/17/11,83.32,76.59,732.7
5/16/11,81.93,76.48,728.3
5/15/11,81.51,76.77,731.6
5/14/11,80.57,76.84,732.1
5/13/11,79.1,77.03,731.4
5/12/11,80.09,77.28,732.4
5/11/11,79.91,77.55,722
5/10/11,78.23,77.59,715.8
5/9/11,77.49,78.06,715.8
5/8/11,76.7,77.41,709.6
5/7/11,76.3,77.59,709.5
5/6/11,75.73,78.12,711.9
5/5/11,75.08,78.25,712.2
5/4/11,74.04,78.09,703.3
5/3/11,73.36,78.22,700.8
5/2/11,73.51,78.08,695.6
5/1/11,71.73,78.38,681.7
4/30/11,71.97,78.53,682.5
4/29/11,71.09,78.67,673
4/28/11,69.83,78.31,665
4/27/11,69.26,78.48,666.3
4/26/11,69.47,78.57,664.4
4/25/11,71.12,78.3,666.8
4/24/11,71.98,77.9,668
4/23/11,71,77.72,658.9
4/22/11,73.33,78.34,659.1
4/21/11,72.38,78.49,656.7
4/20/11,71.62,78.31,656.7
4/19/11,71.47,78.53,656.9
4/18/11,71.59,78.6,648.3
4/17/11,72.15,78.58,668.9
4/16/11,72.42,79.3,668.6
4/15/11,72.06,79.21,669.7
4/14/11,75.48,79.72,670.3
4/13/11,76.86,79.62,661.4
4/12/11,76.53,79.51,674.5
4/11/11,78.21,79.36,670.6
4/10/11,76.83,79.7,671.5
4/9/11,77.02,79.82,672.5
4/8/11,74.95,79.96,664.6
4/7/11,75.88,80.47,663.6
4/6/11,73.56,80.62,666.9
4/5/11,74.89,80.88,664.1
4/4/11,75.57,80.79,660
4/3/11,75.92,80.79,662.5
4/2/11,75.05,80.7,673.3
4/1/11,74.02,80.76,684.2
3/31/11,74.15,80.74,680.8
3/30/11,73.93,80.67,683.9
3/29/11,72.5,81.14,677.2
3/28/11,72.56,81.25,672.6
3/27/11,72.81,81.49,664.7
3/26/11,72.19,81.4,665
3/25/11,72.81,81.43,665.8
3/24/11,71.81,81.73,666.7
3/23/11,71.41,81.82,660.3
3/22/11,71.09,81.49,662.5
3/21/11,70.68,81.05,660.5
3/20/11,69.57,80.68,652.7
3/19/11,68.97,80.74,648.4
3/18/11,67.77,80.34,652.9
3/17/11,69.18,80.48,656.5
3/16/11,69.14,80.25,648.1
3/15/11,68.65,80.18,647.5
3/14/11,68.19,80.71,641.7
3/13/11,69.1,80.87,642.1
3/12/11,69.09,80.77,651.3
3/11/11,68,80.85,653.5
3/10/11,67.65,80.95,650.6
3/9/11,66.26,80.45,656.1
3/8/11,65.35,80.65,660.7
3/7/11,65.97,80.08,655.8
3/6/11,64.76,80.35,654.5
3/5/11,66.93,80.29,651.6
